fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,21.3,18.6,18.1,15.5,21,18.9,21.4,37.5,39.900002,48.599998,52.799999,33632,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,0.2,.69999999,.80000001,1,.89999998,1,5.1999998,12.5,16.1,13.5,14.1,3365,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,349.5,356.70001,330.5,293.29999,291.89999,269,268.89999,258.79999,286.5,331.29999,347.60001,3371,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,..,304.29999,220.3,170.8,203,223.8,230.60001,231.8,253.39999,229.60001,240.39999,333A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,15.6,12.3,12.1,10.5,7.9000001,8.3000002,15.3,13.8,10.3,10.4,8.8999996,3369,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,547.7,533.79999,427.70001,420,429.79999,468.5,472.89999,474.79999,479,502.60001,540.90002,339,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,199.5,194.89999,201.89999,185.60001,199.5,189.5,208,154.7,175.7,186.3,200.5,325A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,51.3,58.799999,62.200001,52,46.5,57.799999,74.300003,81.400002,81.900002,78.599998,84.099998,3353,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,115.4,123.8,118.6,118.7,112.9,98.800003,99.699997,93.099998,85.099998,95.099998,104.2,3114,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,53.9,49,37.599998,37,40.599998,40.299999,41.700001,42.599998,45.099998,49.200001,50.099998,3328,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,49.3,38.700001,31.4,34.299999,41.599998,42,47.200001,49.700001,39.299999,31.6,25,3252,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,5.3,4.0999999,1.1,4,6.4000001,3.8,4.0999999,3.9000001,4.4000001,3.5,3.8,33636,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,134.8,81.099998,123.4,73.5,76.199997,81.599998,74.5,99.199997,117.2,116.7,118.8,3344,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,..,99.400002,93.900002,62.299999,68.099998,72.099998,74.699997,81.099998,101.8,97.099998,104.5,332A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,9.5,11.3,6,2.5999999,4.9000001,1.7,2.9000001,4.1999998,2.9000001,5.4000001,2.5,3311,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,71.0,77.400002,84,45.099998,52.299999,55.700001,59,53.5,37.5,44.5,41.599998,3312,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,162.5,150.10001,159.8,136.89999,171.2,163.10001,139.10001,166.10001,188.8,195.60001,165.5,3334,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,713.2,641.59998,690.90002,580.90002,697.90002,698.09998,689,649.59998,666.70001,657.59998,657.40002,334,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,111.4,108.2,99.099998,70.900002,103.4,84.300003,97.800003,71.900002,87.699997,86.900002,90.599998,31A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,178.0,183.10001,149.10001,106.2,122.4,163.89999,190,170.8,128.3,112,106.7,3331,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,205.3,241.7,240.7,243.60001,271.70001,287.5,294.89999,345,377.89999,401.20001,411.79999,3119,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,181.0,202.39999,176.8,129,136.8,151.89999,193.8,174,179.5,169,176.89999,3366,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,467.4,455.89999,400.60001,350.29999,350.29999,516.20001,523,478.5,498.20001,576.5,650.40002,3314,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,11.6,17.1,16.9,10.4,10.9,11.8,21.1,11.3,11.3,10.8,10.5,3325,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,..,279.79999,291.70001,265.60001,276,282.10001,285.5,357.79999,344.10001,353.79999,344.39999,334A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,640.5,687,577.29999,446.70001,430.79999,453.60001,525.29999,583.29999,599.59998,610.29999,720.70001,3219,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,88.9,94.099998,99.699997,70.199997,68.199997,76.300003,77.599998,79.699997,82.400002,71.099998,73.099998,3315,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,54.0,49.099998,45.799999,45.900002,56.599998,52.900002,54.099998,51.5,52.299999,51.900002,51.5,3259,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,408.4,451.5,507.29999,513,530.40002,519.79999,498.70001,536.40002,606,649.90002,694.29999,311A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,204.1,200.39999,180,146.60001,172.60001,201.2,222.7,187.10001,196.10001,199.39999,183.10001,3327,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,36.6,43.900002,52.5,53.299999,53.900002,56,64,49.599998,63.5,79.199997,94.300003,3256,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,2299.3,2041.7,1745.9,1422.8,1707,1810.3,1890.5,2033.6,1959,2013.1,2089.3999,3211,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,169.1,174.8,174.60001,171.60001,168.3,168.8,171.39999,191.60001,186.2,189.3,208.89999,31211,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,2.7,3.7,1.3,1.3,1.6,1.5,1.4,1,1,.60000002,0,33634,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,1571.4,1592.2,1665.5,1669,1711.9,1731,1736.7,1679.6,1731.4,1872.2,1952.8,311,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,657.8,798,718.79999,562.29999,548.59998,563.79999,539.79999,551.09998,577.09998,589.20001,606.29999,327,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,10.6,6.9000001,5.3000002,2.8,3.3,4.6999998,5.5,4.5999999,5.0999999,5.5999999,4.0999999,33637,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,90.1,86.400002,75,67.199997,68.199997,72.699997,88.099998,82.599998,78,87.699997,78.900002,3335,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,426.1,452.60001,431.60001,392.10001,375.79999,286.20001,315.70001,295,299.29999,248.3,875.5,3313,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,57.9,55.099998,49.299999,33.400002,37.200001,50.200001,73.400002,57.5,75.800003,63.700001,44.599998,3336,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,31.2,32.299999,38,32.5,32.400002,33.5,36.200001,38.099998,39.099998,41.700001,35.700001,3379,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,..,171.3,199.2,208.60001,211.2,175,193.2,218,245.10001,298.70001,349.20001,3121A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,533.5,482.10001,468.70001,392.10001,362.39999,327.39999,320.20001,302.10001,308.29999,301,304.70001,323,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,2.9,3.4000001,3,2.5999999,2.4000001,3.4000001,3.5,3,3.7,3,2.5999999,33635,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,0.5,.40000001,.1,.1,.30000001,0,0,0,0,0,0,33611,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,273.0,278.79999,260.60001,291.10001,272.70001,204.8,241.5,260.70001,302.79999,287.79999,299.5,32411,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,0.6,.5,.2,.2,.40000001,.30000001,.1,1.1,.40000001,.30000001,.30000001,3361,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,425.5,420.5,473.10001,448.20001,471.20001,514,496.10001,446.39999,429.79999,431.5,410.39999,3116,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,42.4,37.099998,30.799999,25.5,22.5,22.5,24.9,16,14.5,9.8000002,10.6,3321,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,101.6,138.5,89.300003,84.099998,163.39999,153.89999,148.89999,171.39999,179.39999,150.10001,171.8,3359,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,..,34.599998,31.6,37.299999,29,46.099998,46,40.5,38.599998,38.299999,31.9,3241A,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,381.1,371.89999,290,268.5,286.79999,329.89999,332.20001,328.20001,349.10001,360.70001,386.70001,3399,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,2.2,3.4000001,3.7,1.5,6.5,3.5,2.4000001,1.3,.80000001,.60000002,.69999999,33631,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,525.2,523.29999,494,429.20001,437,495.70001,466,466.29999,480.60001,489.5,512.09998,326,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,467.5,497,461.29999,417.39999,387.29999,429.89999,462.60001,553.79999,575.70001,566,541.59998,3323,0,0,1
Total primary and secondary energy,46553,49529,35700,35412,38543,37227,43301,45492,38308,37217,42091,British Columbia,All other manufacturing,Chained (2007) dollars,1335.3,1379.6,1218.6,931.40002,1137.5,1179.2,1053.9,889.29999,1142.4,1118.6,1049.8,3221,0,0,1
Total primary and secondary energy,12145,11469,12142,5988,8144,7047,6935,7625,7360,8501,12655,British Columbia,Forestry and logging and support activities for forestry,Chained (2007) dollars,610.6,565.59998,485.79999,508.29999,507.79999,586.79999,577.29999,566.59998,596.59998,636.90002,671.79999,1153,0,1,0
Total primary and secondary energy,12145,11469,12142,5988,8144,7047,6935,7625,7360,8501,12655,British Columbia,Forestry and logging and support activities for forestry,Chained (2007) dollars,2141.7,2025.8,1786.8,1229.7,1510.9,1787.6,1833.4,1981.7,1948.8,2013.2,1985.4,113,0,1,0
Total primary and secondary energy,8237,9574,9595,6461,7536,9378,10052,9051,8410,10173,12151,British Columbia,Construction,Chained (2007) dollars,14347.1,14607.5,15375,14523.6,14886.1,14978.4,16787.801,16689.9,18157.199,17800.9,18141.9,23,0,1,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,..,1319,1320.7,1339,1460.2,1430.6,1448.4,1492.5,1411.9,1443.3,1492.1,48Z,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,207.0,161.10001,138,144.10001,167,158.5,138.2,159.10001,180.60001,188.39999,198.39999,114,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,1244.7,1198.7,1101.9,1106,1274.4,1358.7,1422.9,1500.4,1627.6,1603.3,1546.7,482,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,793.2,711.29999,652,596.70001,517.70001,510.39999,481.5,618.5,660.70001,683,743.29999,486,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,..,801.40002,846.40002,820.40002,821.29999,877.29999,945.20001,1038.3,1106.6,1168.9,1249.7,447,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,800.8,712.79999,694.70001,582.5,562.20001,579.90002,607,608.70001,594.90002,635,649.29999,483,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,1024.6,1044.6,1084.1,1018.2,1146.9,1306.1,1405.2,1403.6,1608.2,1816.8,2043.1,481,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,1783.5,1835.9,1760.4,1833.6,1775.6,1858.5,1933,1991.3,2139.8999,2242.8,2372.5,484,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,509.0,561.5,638.79999,606.70001,622.79999,675.90002,728.79999,732.5,750.5,831.70001,805.29999,2212,1,0,0
Total primary and secondary energy,338011,355627,359964,349425,363420,340050,341621,354414,349697,345234,349867,British Columbia,Total transportation,Chained (2007) dollars,1964.1,2022.8,2068.3999,2205.3,2234.1001,2259.7,2319.5,2444.7,2612.3999,2748.8,2986.7,488,1,0,0
Total primary and secondary energy,5401,5431,8408,5796,6802,8878,9068,7205,8682,8678,10143,British Columbia,Railways,Chained (2007) dollars,1244.7,1198.7,1101.9,1106,1274.4,1358.7,1422.9,1500.4,1627.6,1603.3,1546.7,482,0,1,0
Total primary and secondary energy,54197,53960,57059,52396,59576,62825,55320,57217,53278,42738,41280,British Columbia,Total airlines,Chained (2007) dollars,1024.6,1044.6,1084.1,1018.2,1146.9,1306.1,1405.2,1403.6,1608.2,1816.8,2043.1,481,0,1,0
Total primary and secondary energy,x,x,x,x,x,x,x,41868,37883,27461,25770,British Columbia,Canadian airlines,Chained (2007) dollars,1024.6,1044.6,1084.1,1018.2,1146.9,1306.1,1405.2,1403.6,1608.2,1816.8,2043.1,481,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,15349,15395,15278,15511,British Columbia,Foreign airlines,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,50635,55633,49274,47277,49262,35909,37052,32852,28722,29718,30089,British Columbia,Total marine,Chained (2007) dollars,800.8,712.79999,694.70001,582.5,562.20001,579.90002,607,608.70001,594.90002,635,649.29999,483,0,1,0
Total primary and secondary energy,50635,55633,49274,47277,49262,35909,37052,32852,28722,29718,30089,British Columbia,Total marine,Chained (2007) dollars,207.0,161.10001,138,144.10001,167,158.5,138.2,159.10001,180.60001,188.39999,198.39999,114,0,1,0
Total primary and secondary energy,x,x,x,x,x,x,x,28910,25894,24978,13585,British Columbia,Domestic marine,Chained (2007) dollars,207.0,161.10001,138,144.10001,167,158.5,138.2,159.10001,180.60001,188.39999,198.39999,114,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,28910,25894,24978,13585,British Columbia,Domestic marine,Chained (2007) dollars,800.8,712.79999,694.70001,582.5,562.20001,579.90002,607,608.70001,594.90002,635,649.29999,483,0,0,1
Total primary and secondary energy,x,x,x,x,x,x,x,3942,2828,4739,16504,British Columbia,Foreign marine,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,15183,18346,18096,17823,17547,16951,16898,21317,21661,27104,29928,British Columbia,Pipelines,Chained (2007) dollars,793.2,711.29999,652,596.70001,517.70001,510.39999,481.5,618.5,660.70001,683,743.29999,486,0,1,0
Total primary and secondary energy,15183,18346,18096,17823,17547,16951,16898,21317,21661,27104,29928,British Columbia,Pipelines,Chained (2007) dollars,509.0,561.5,638.79999,606.70001,622.79999,675.90002,728.79999,732.5,750.5,831.70001,805.29999,2212,0,1,0
Total primary and secondary energy,46774,48680,51694,46914,52154,49302,49927,46680,46978,39228,37181,British Columbia,Road transport and urban transit,Chained (2007) dollars,1964.1,2022.8,2068.3999,2205.3,2234.1001,2259.7,2319.5,2444.7,2612.3999,2748.8,2986.7,488,0,1,0
Total primary and secondary energy,165821,173577,175433,179219,178079,166186,173356,189143,190376,197767,201246,British Columbia,Retail pump sales,Chained (2007) dollars,..,801.40002,846.40002,820.40002,821.29999,877.29999,945.20001,1038.3,1106.6,1168.9,1249.7,447,0,1,0
Total primary and secondary energy,13149,15125,15074,11815,18019,17820,20043,21335,22104,25689,26784,British Columbia,Agriculture,Chained (2007) dollars,593.2,603.40002,607.09998,631.09998,621.90002,667.5,683.79999,740.90002,706.70001,766.09998,764.20001,111,1,0,0
Total primary and secondary energy,13149,15125,15074,11815,18019,17820,20043,21335,22104,25689,26784,British Columbia,Agriculture,Chained (2007) dollars,433.2,475.70001,448.29999,499.89999,540.59998,499.20001,488.60001,470.5,452.10001,505.20001,511.39999,112,1,0,0
Total primary and secondary energy,13149,15125,15074,11815,18019,17820,20043,21335,22104,25689,26784,British Columbia,Agriculture,Chained (2007) dollars,..,133.7,117.7,101.2,117.3,113.9,108,110.1,112.8,126.2,123.2,115A,1,0,0
Total primary and secondary energy,150065,165245,153939,153610,136729,154872,149187,149596,139273,140134,141208,British Columbia,Residential,Chained (2007) dollars,7702.4,8086.7998,8422.2998,8418.7998,8688.9004,8839.9004,9082.5,9368.0996,9680.2002,10054.7,10207.6,5311,1,0,0
Total primary and secondary energy,12091,12767,13838,12389,10847,9380,10056,10206,9556,9541,9257,British Columbia,Public administration,Chained (2007) dollars,9753.7,10080,10646.3,11265.6,11408.5,11619.3,11370.1,11307.9,11134.8,11337,11595.1,91,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,4103.9,4189.6001,4253.8999,4184.6001,4085.8999,4207.2002,4236.8999,4350.5,4491.5,4579.7002,4584.2998,81,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,190.39999,186.60001,190.89999,202.89999,235.2,250.89999,303.39999,331.60001,445.39999,422.39999,454,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,9338.5,10041.4,10419.2,9795.4004,9819.2002,10340.8,10814.8,11544.9,12287.1,12901.8,13559.9,54,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,670.4,705.20001,695.79999,727.59998,722,724.29999,680.09998,690.29999,692.09998,690.70001,667.79999,49A,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,9373.2,9690.7998,9994.7002,10111.6,10306.3,10491.3,10726.4,10864.7,10643.6,11413,11652,61,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,1264.2,1277.2,1360.1,1311.6,1265.3,1299.2,1292.9,1369,1257.9,1276.8,1228.5,55,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,2132.1,2137.3999,1527.6,1740.8,1573.8,1473.7,1558.1,1665.7,1869.9,2262.3,2511.8,531A,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,4414.8,4656.3999,4666.7998,4333.3999,4272.6001,4235.3999,4460.5,4428.7998,4606.7998,4693.5,4692.1001,56,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,455.60001,419.79999,445.89999,516.90002,479.5,455.5,511.20001,474.60001,477.60001,523.40002,453,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,1195.3,1255.4,1196.9,1204.5,1265.2,1380.6,1310.1,1296.7,1415.8,1524.1,532,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,7500.7,8054.2998,7872.1001,7211.7998,7410.8999,7684.8999,8359.2002,8634.5996,8885.0996,9192.4004,9681.4004,41,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,1811.4,1882.5,1851.4,1881.1,1877.7,1854.1,1792.1,1821.4,1933.5,2037.2,2167.7,71,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,6769.2,6900.7998,6945,6602,6602.1001,6645.7998,6759.5,6859.2002,7256.2998,7294.2002,7420.7002,51,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,12085.4,12285.5,12458,12691.5,12578.2,12978.8,13147.2,13222.4,13428.4,13687.6,14022,62,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,179,166.3,156.3,162.39999,219.39999,218.3,221.39999,216.5,232.10001,248.5,533,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,506,492.10001,484.70001,453.20001,405.20001,399.79999,418.70001,455.79999,482.10001,505.39999,451,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,2262.6,2601.8999,2506.2,2431.2,2288.8999,2516.6001,2491.8,2434.1001,2432.7,2515.2,2641,2211,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,10266.5,10659.5,10420.6,10248.8,10715.4,11002.9,10940.4,11340.2,11617,12249.5,12770.4,52,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,5181.6,5298.6001,5243.6001,5193.3999,5248.5,5169.7998,5182.2998,5310.8999,5689,5846.3999,6047.8999,72,1,0,0
Total primary and secondary energy,111701,105980,105226,90384,90422,99096,93771,91043,87449,89064,89251,British Columbia,Commercial and other institutional,Chained (2007) dollars,..,996.29999,934.70001,987.79999,1039.6,1018.8,936.79999,1001.5,971.40002,964.29999,965.90002,452,1,0,0
Total primary and secondary energy,x,x,x,x,x,x,x,x,x,x,x,British Columbia,Statistical difference,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,1153,1,0,0
